job_title,experience_level,work_models,employee_residence,salary_in_usd,company_location,company_size
Data Analyst,Senior-level,On-site,United States,148000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,248100,United States,Medium
Applied Scientist,Senior-level,On-site,United States,145900,United States,Medium
Data Lead,Senior-level,On-site,United States,155000,United States,Medium
Data Lead,Senior-level,On-site,United States,38000,United States,Medium
Machine Learning Engineer,Senior-level,Remote,United States,218000,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,235400,United States,Medium
Analytics Engineer,Senior-level,Remote,United States,108320,United States,Medium
Data Analyst,Senior-level,Remote,United States,115934,United States,Medium
Data Analyst,Senior-level,Remote,United States,81666,United States,Medium
Data Analyst,Mid-level,On-site,United States,79000,United States,Medium
Research Scientist,Senior-level,On-site,United States,273400,United States,Medium
Research Scientist,Senior-level,On-site,United States,182200,United States,Medium
Data Analyst,Mid-level,On-site,United States,160000,United States,Medium
Data Analyst,Mid-level,On-site,United States,112000,United States,Medium
Data Scientist,Senior-level,Remote,United States,285000,United States,Medium
Data Scientist,Senior-level,Remote,United States,154000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,220000,United States,Medium
Applied Scientist,Senior-level,On-site,United States,170000,United States,Medium
Data Engineer,Mid-level,Remote,United States,200000,United States,Medium
Applied Scientist,Mid-level,On-site,United States,250000,United States,Medium
Applied Scientist,Mid-level,On-site,United States,125000,United States,Medium
Research Scientist,Mid-level,On-site,United States,275000,United States,Medium
Research Scientist,Mid-level,On-site,United States,200000,United States,Medium
Data Analyst,Senior-level,On-site,United States,122720,United States,Medium
Data Engineer,Senior-level,On-site,United States,231500,United States,Medium
Data Engineer,Senior-level,On-site,United States,118000,United States,Medium
Data Scientist,Executive-level,Remote,United States,299500,United States,Medium
Data Scientist,Executive-level,Remote,United States,249600,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,297000,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,138000,United States,Medium
Data Scientist,Senior-level,Remote,United States,267100,United States,Medium
Data Scientist,Senior-level,Remote,United States,167200,United States,Medium
Data Architect,Senior-level,Remote,United States,188500,United States,Medium
Data Architect,Senior-level,Remote,United States,117000,United States,Medium
Data Scientist,Senior-level,On-site,United States,150931,United States,Medium
Data Scientist,Senior-level,On-site,United States,143250,United States,Medium
Data Engineer,Senior-level,Remote,United States,231000,United States,Medium
Data Engineer,Senior-level,Remote,United States,157250,United States,Medium
Machine Learning Scientist,Senior-level,Remote,United States,240000,United States,Medium
Machine Learning Scientist,Senior-level,Remote,United States,157250,United States,Medium
Data Engineer,Senior-level,On-site,United States,232000,United States,Medium
Data Engineer,Senior-level,On-site,United States,209000,United States,Medium
Data Scientist,Senior-level,On-site,United States,184250,United States,Medium
Data Scientist,Senior-level,On-site,United States,167500,United States,Medium
Data Engineer,Senior-level,Remote,United States,85000,United States,Medium
Data Analyst,Senior-level,On-site,United States,154440,United States,Medium
Data Analyst,Senior-level,On-site,United States,68550,United States,Medium
Data Analyst,Entry-level,On-site,United States,90000,United States,Medium
Data Engineer,Senior-level,On-site,United States,226600,United States,Medium
Data Engineer,Senior-level,On-site,United States,140100,United States,Medium
Data Architect,Senior-level,On-site,United States,80000,United States,Medium
Data Architect,Senior-level,On-site,United States,52500,United States,Medium
Research Engineer,Senior-level,Remote,United States,253000,United States,Medium
Research Engineer,Senior-level,Remote,United States,156400,United States,Medium
Machine Learning Engineer,Senior-level,On-site,United States,235000,United States,Medium
Data Analyst,Senior-level,On-site,United States,223100,United States,Large
Data Analyst,Senior-level,On-site,United States,114700,United States,Large
Data Engineer,Mid-level,Remote,United States,152375,United States,Medium
Data Engineer,Mid-level,Remote,United States,94000,United States,Medium
Data Analyst,Senior-level,On-site,United States,120350,United States,Medium
Data Analyst,Senior-level,On-site,United States,74400,United States,Medium
Data Analyst,Senior-level,Remote,United States,134000,United States,Medium
Data Engineer,Senior-level,Remote,United States,258750,United States,Medium
Data Engineer,Senior-level,Remote,United States,172500,United States,Medium
Data Engineer,Executive-level,On-site,United States,220000,United States,Medium
Data Engineer,Executive-level,On-site,United States,150000,United States,Medium
Data Engineer,Senior-level,On-site,United States,109528,United States,Medium
Principal Data Scientist,Senior-level,Remote,United States,160000,United States,Large
Data Analyst,Senior-level,On-site,United States,93919,United States,Medium
Data Analyst,Senior-level,Remote,United States,186600,United States,Medium
Data Analyst,Senior-level,Remote,United States,119800,United States,Medium
ML Engineer,Senior-level,On-site,United States,383910,United States,Medium
ML Engineer,Senior-level,On-site,United States,315850,United States,Medium
Applied Scientist,Mid-level,Remote,United States,198000,United States,Medium
Applied Scientist,Mid-level,Remote,United States,132000,United States,Medium
Data Scientist,Mid-level,Remote,United States,141600,United States,Medium
Data Scientist,Mid-level,Remote,United States,94400,United States,Medium
Data Scientist,Senior-level,Remote,United States,209450,United States,Medium
Data Scientist,Senior-level,Remote,United States,167560,United States,Medium
Data Engineer,Entry-level,On-site,United States,80000,United States,Medium
Data Engineer,Entry-level,On-site,United States,52500,United States,Medium
Data Scientist,Senior-level,On-site,United States,238000,United States,Medium
Data Scientist,Senior-level,On-site,United States,149500,United States,Medium
Data Engineer,Senior-level,Remote,United States,186600,United States,Medium
Data Engineer,Senior-level,Remote,United States,116500,United States,Medium
Applied Scientist,Senior-level,Remote,United States,175000,United States,Medium
Applied Scientist,Senior-level,Remote,United States,145000,United States,Medium
Data Analyst,Senior-level,On-site,United States,195000,United States,Medium
Research Scientist,Mid-level,Remote,United States,220000,United States,Medium
Research Scientist,Mid-level,Remote,United States,190000,United States,Medium
Data Engineer,Senior-level,On-site,United States,166364,United States,Medium
Data Engineer,Senior-level,On-site,United States,116455,United States,Medium
Business Intelligence Analyst,Senior-level,On-site,United States,145000,United States,Medium
Business Intelligence Analyst,Senior-level,On-site,United States,125000,United States,Medium
Data Engineer,Mid-level,Remote,United States,76000,United States,Medium
Data Analyst,Senior-level,On-site,United States,131000,United States,Medium
Data Scientist,Senior-level,Remote,United States,222000,United States,Medium
Data Scientist,Senior-level,Remote,United States,166500,United States,Medium
Data Engineer,Senior-level,Remote,United States,205600,United States,Medium
Data Engineer,Senior-level,Remote,United States,105700,United States,Medium
Business Intelligence Developer,Senior-level,On-site,United States,138000,United States,Medium
Business Intelligence Developer,Senior-level,On-site,United States,67000,United States,Medium
Research Engineer,Senior-level,On-site,United States,211200,United States,Medium
Data Analyst,Senior-level,Remote,United States,230000,United States,Medium
Data Analyst,Mid-level,Remote,United States,60000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,200000,United States,Medium
Business Intelligence Analyst,Senior-level,Remote,United States,180000,United States,Medium
Research Scientist,Entry-level,Remote,United States,200000,United States,Medium
Research Scientist,Entry-level,Remote,United States,120000,United States,Medium
Data Scientist,Executive-level,Remote,United States,126500,United States,Medium
Data Scientist,Executive-level,Remote,United States,78000,United States,Medium
Data Scientist,Senior-level,On-site,United States,157750,United States,Medium
Data Scientist,Senior-level,On-site,United States,104650,United States,Medium
Data Scientist,Senior-level,Remote,United States,133000,United States,Medium
Research Scientist,Mid-level,On-site,United States,190000,United States,Medium
Research Scientist,Mid-level,On-site,United States,158080,United States,Medium
